customer_id,first_name,last_name,email,city,signup_date,customer_segment
189,Mark,Madden,mark.madden@email.com,Liverpool,2024-07-28,Enterprise
190,Peter,Young,peter.young@email.com,Birmingham,2026-06-24,Enterprise
191,Michael,Wade,michael.wade@email.com,Edinburgh,2026-01-01,Standard
192,David,Pope,david.pope@email.com,Birmingham,2026-04-02,Enterprise
193,Denise,Randolph,denise.randolph@email.com,Birmingham,2026-03-15,Standard
194,Wesley,Franklin,wesley.franklin@email.com,Cardiff,2025-12-30,Premium
195,Elizabeth,Rivera,elizabeth.rivera@email.com,London,2024-10-10,Standard
196,Russell,Clarke,russell.clarke@email.com,Leeds,2025-01-31,Premium
197,Craig,Parker,craig.parker@email.com,Birmingham,2025-12-27,Enterprise
198,Glenn,Warren,glenn.warren@email.com,Glasgow,2024-08-23,Enterprise
199,Erin,Davidson,erin.davidson@email.com,Manchester,2025-09-30,Premium
200,Ricardo,Alexander,ricardo.alexander@email.com,Birmingham,2025-05-15,Standard
201,Brittany,Robinson,brittany.robinson@email.com,Cardiff,2025-05-07,Enterprise
202,Mary,Johnson,mary.johnson@email.com,Cardiff,2026-03-05,Premium
203,Lisa,Davis,lisa.davis@email.com,Manchester,2024-12-09,Enterprise
204,James,Garcia,james.garcia@email.com,Cardiff,2025-08-13,Enterprise
205,Sharon,Gonzales,sharon.gonzales@email.com,Leeds,2026-02-18,Enterprise
206,William,Gonzalez,william.gonzalez@email.com,Sheffield,2026-01-06,Premium
207,James,Lawson,james.lawson@email.com,Cardiff,2024-07-15,Standard
208,Christopher,Hatfield,christopher.hatfield@email.com,Edinburgh,2025-10-23,Enterprise
209,Christopher,Williams,christopher.williams@email.com,Sheffield,2025-05-06,Enterprise
210,Kevin,Robinson,kevin.robinson@email.com,Bristol,2025-01-25,Standard
211,Marcus,Davis,marcus.davis@email.com,London,2024-10-21,Enterprise
212,Erica,Young,erica.young@email.com,Cardiff,2024-07-29,Enterprise
213,Darlene,Phillips,darlene.phillips@email.com,Glasgow,2026-01-02,Enterprise
214,Christopher,Williams,christopher.williams@email.com,Glasgow,2025-09-28,Enterprise
215,Jeffery,Ashley,jeffery.ashley@email.com,Leeds,2025-04-25,Enterprise
216,Tony,Torres,tony.torres@email.com,Glasgow,2025-09-19,Enterprise
217,Jennifer,Taylor,jennifer.taylor@email.com,Birmingham,2025-03-26,Standard
218,Joseph,Ortiz,joseph.ortiz@email.com,London,2024-11-21,Premium
219,Dylan,Hines,dylan.hines@email.com,Glasgow,2025-06-29,Enterprise
220,Brenda,Watson,brenda.watson@email.com,Glasgow,2025-08-12,Premium
221,David,Webb,david.webb@email.com,Liverpool,2025-09-17,Premium
222,Thomas,Murphy,thomas.murphy@email.com,Birmingham,2024-11-26,Premium
223,Melissa,Ellis,melissa.ellis@email.com,Sheffield,2025-06-19,Enterprise
224,Daniel,Salinas,daniel.salinas@email.com,London,2025-01-08,Standard
225,Carol,Hall,carol.hall@email.com,Bristol,2025-02-16,Standard
226,Brenda,Aguilar,brenda.aguilar@email.com,Birmingham,2026-03-17,Enterprise
227,Jennifer,Keith,jennifer.keith@email.com,Birmingham,2026-06-01,Standard
228,Joel,Young,joel.young@email.com,Birmingham,2025-06-06,Enterprise
229,James,Sloan,james.sloan@email.com,Liverpool,2025-11-15,Enterprise
230,Jennifer,Jones,jennifer.jones@email.com,Glasgow,2024-10-15,Standard
231,Kristin,Price,kristin.price@email.com,Sheffield,2024-11-14,Premium
232,Matthew,Valdez,matthew.valdez@email.com,Manchester,2025-09-17,Premium
233,Javier,Moore,javier.moore@email.com,Leeds,2025-12-10,Standard
234,Emily,Gibson,emily.gibson@email.com,Leeds,2026-02-27,Standard
235,Kelly,Warner,kelly.warner@email.com,Bristol,2024-11-22,Enterprise
236,James,English,james.english@email.com,Glasgow,2025-07-04,Standard
237,Danielle,Andrade,danielle.andrade@email.com,Sheffield,2024-10-01,Enterprise
238,Daniel,Bishop,daniel.bishop@email.com,Cardiff,2025-03-19,Enterprise
239,Morgan,Lynch,morgan.lynch@email.com,Birmingham,2025-03-21,Premium
240,Vanessa,Flores,vanessa.flores@email.com,Liverpool,2024-08-13,Enterprise
241,Allison,Dorsey,allison.dorsey@email.com,Leeds,2025-08-14,Premium
242,Lauren,Brown,lauren.brown@email.com,Liverpool,2026-01-18,Standard
243,Michael,Todd,michael.todd@email.com,Glasgow,2024-07-02,Premium
244,Joseph,Hernandez,joseph.hernandez@email.com,Liverpool,2025-03-01,Enterprise
245,Shawn,Thomas,shawn.thomas@email.com,London,2025-02-12,Enterprise
246,Steve,Johnson,steve.johnson@email.com,Manchester,2026-01-05,Premium
247,Darrell,Martin,darrell.martin@email.com,Cardiff,2025-05-25,Enterprise
248,Shane,Hernandez,shane.hernandez@email.com,London,2025-03-18,Enterprise
249,Raymond,Santos,raymond.santos@email.com,Leeds,2024-10-29,Enterprise
250,David,Powell,david.powell@email.com,Sheffield,2024-07-22,Premium
251,Kelly,Lyons,kelly.lyons@email.com,Cardiff,2026-01-23,Premium
252,Jose,Scott,jose.scott@email.com,Leeds,2025-02-03,Standard
253,Ralph,Short,ralph.short@email.com,London,2025-09-24,Standard
254,James,Cooper,james.cooper@email.com,Bristol,2024-08-21,Standard
255,Jessica,Le,jessica.le@email.com,Liverpool,2025-10-04,Standard
256,Christie,Nichols,christie.nichols@email.com,Leeds,2026-01-15,Enterprise
257,Nancy,Charles,nancy.charles@email.com,Bristol,2024-09-18,Premium
258,Brooke,Roberts,brooke.roberts@email.com,Cardiff,2024-08-26,Standard
259,Michael,Copeland,michael.copeland@email.com,Cardiff,2026-01-19,Premium
260,Tammy,Hill,tammy.hill@email.com,Manchester,2026-02-22,Premium
261,Jamie,Gallegos,jamie.gallegos@email.com,Bristol,2025-01-14,Premium
262,Alexander,Hardy,alexander.hardy@email.com,Edinburgh,2025-07-14,Enterprise
263,Juan,Ramos,juan.ramos@email.com,Edinburgh,2024-08-08,Premium
264,Justin,Cooper,justin.cooper@email.com,Birmingham,2025-09-01,Premium
265,Warren,Malone,warren.malone@email.com,Cardiff,2026-01-17,Premium
266,Thomas,Barnes,thomas.barnes@email.com,Edinburgh,2024-12-07,Premium
267,Timothy,Palmer,timothy.palmer@email.com,Birmingham,2026-03-18,Standard
268,David,Sweeney,david.sweeney@email.com,London,2025-05-25,Premium
269,Evan,Brown,evan.brown@email.com,Bristol,2026-05-26,Standard
270,Kimberly,Brown,kimberly.brown@email.com,Glasgow,2025-12-01,Enterprise
271,Danielle,Kelly,danielle.kelly@email.com,Glasgow,2025-08-23,Enterprise
272,Ashley,Williams,ashley.williams@email.com,Glasgow,2025-12-12,Premium
273,Sarah,Contreras,sarah.contreras@email.com,Birmingham,2025-06-23,Enterprise
274,Eric,Yates,eric.yates@email.com,Edinburgh,2025-07-14,Premium
275,Clinton,Logan,clinton.logan@email.com,Sheffield,2026-03-01,Premium
276,Michael,Reid,michael.reid@email.com,Manchester,2024-10-10,Enterprise
277,Dylan,Boyd,dylan.boyd@email.com,Glasgow,2025-07-05,Enterprise
278,Tina,White,tina.white@email.com,Bristol,2026-06-10,Premium
279,Michael,Wilson,michael.wilson@email.com,Sheffield,2025-11-30,Enterprise
280,Tyler,Jensen,tyler.jensen@email.com,Manchester,2025-02-20,Standard
281,Gary,Carrillo,gary.carrillo@email.com,Liverpool,2024-11-12,Enterprise
282,Steven,Johnson,steven.johnson@email.com,Bristol,2024-09-03,Premium
283,Daniel,Hickman,daniel.hickman@email.com,Edinburgh,2024-08-22,Premium
284,Alexandra,Sweeney,alexandra.sweeney@email.com,Sheffield,2025-05-03,Standard
285,David,Chapman,david.chapman@email.com,Birmingham,2024-08-15,Standard
286,Keith,Joseph,keith.joseph@email.com,Liverpool,2024-11-03,Enterprise
287,Dana,Huffman,dana.huffman@email.com,Glasgow,2024-09-13,Standard
288,Stephanie,Proctor,stephanie.proctor@email.com,Liverpool,2026-02-01,Enterprise
289,Thomas,Ortiz,thomas.ortiz@email.com,Cardiff,2024-12-27,Enterprise
290,Stephen,Estrada,stephen.estrada@email.com,Leeds,2025-09-02,Standard
291,Ryan,Hodge,ryan.hodge@email.com,London,2025-04-30,Standard
292,Robin,Rich,robin.rich@email.com,Leeds,2025-10-02,Standard
293,Christopher,Castro,christopher.castro@email.com,Birmingham,2025-06-24,Enterprise
294,Isaiah,Richardson,isaiah.richardson@email.com,Manchester,2025-11-05,Enterprise
295,Michael,Hill,michael.hill@email.com,Glasgow,2026-04-11,Premium
296,Cindy,Crane,cindy.crane@email.com,Sheffield,2025-07-09,Standard
297,Shelia,Brooks,shelia.brooks@email.com,Liverpool,2026-05-03,Premium
298,Alexander,Williams,alexander.williams@email.com,Manchester,2026-03-30,Enterprise
299,Christina,Klein,christina.klein@email.com,Birmingham,2026-01-02,Premium
300,Tara,Merritt,tara.merritt@email.com,Sheffield,2025-05-15,Premium
301,Kim,Patel,kim.patel@email.com,Sheffield,2025-05-01,Premium
302,William,Haynes,william.haynes@email.com,Sheffield,2025-03-26,Standard
303,Jackie,Perkins,jackie.perkins@email.com,Edinburgh,2024-08-16,Premium
304,Lauren,Webster,lauren.webster@email.com,Birmingham,2026-06-20,Standard
305,Jessica,Lane,jessica.lane@email.com,Manchester,2025-07-30,Standard
306,Sarah,Morales,sarah.morales@email.com,Birmingham,2024-11-23,Premium
307,Richard,Hendricks,richard.hendricks@email.com,Glasgow,2025-02-02,Premium
308,Clinton,Cook,clinton.cook@email.com,Liverpool,2025-02-05,Enterprise
309,Mark,Adams,mark.adams@email.com,Bristol,2025-09-20,Premium
310,James,Taylor,james.taylor@email.com,Liverpool,2025-04-25,Premium
311,Dawn,Raymond,dawn.raymond@email.com,Liverpool,2024-12-26,Enterprise
312,Heather,Warren,heather.warren@email.com,Sheffield,2026-04-25,Enterprise
313,Angel,Ortiz,angel.ortiz@email.com,Edinburgh,2025-04-09,Standard
314,Carol,Gutierrez,carol.gutierrez@email.com,London,2024-07-15,Enterprise
315,Patricia,Mendoza,patricia.mendoza@email.com,Liverpool,2026-03-27,Enterprise
316,Cynthia,Powell,cynthia.powell@email.com,Edinburgh,2025-04-13,Enterprise
317,Riley,Mora,riley.mora@email.com,Leeds,2025-04-28,Standard
318,Michael,Franklin,michael.franklin@email.com,Cardiff,2026-06-14,Enterprise
319,Joshua,Rodriguez,joshua.rodriguez@email.com,London,2025-06-10,Premium
320,Morgan,Campbell,morgan.campbell@email.com,Cardiff,2025-09-30,Enterprise
321,David,Smith,david.smith@email.com,Edinburgh,2025-02-12,Enterprise
322,Hector,Graham,hector.graham@email.com,Birmingham,2024-10-27,Premium
323,Malik,Cowan,malik.cowan@email.com,Liverpool,2024-10-18,Standard
324,Lori,Howard,lori.howard@email.com,London,2026-03-11,Enterprise
325,Michelle,Rodriguez,michelle.rodriguez@email.com,Bristol,2025-01-09,Standard
326,Bradley,Smith,bradley.smith@email.com,Leeds,2024-12-14,Premium
327,Michael,Howard,michael.howard@email.com,Bristol,2025-02-05,Standard
328,Jill,Thompson,jill.thompson@email.com,Leeds,2026-03-23,Enterprise
329,Jennifer,Elliott,jennifer.elliott@email.com,Birmingham,2026-01-18,Enterprise
330,Nicole,Ballard,nicole.ballard@email.com,Bristol,2024-09-08,Standard
331,Travis,Moreno,travis.moreno@email.com,Liverpool,2025-03-30,Standard
332,Laura,Hill,laura.hill@email.com,Bristol,2025-07-17,Premium
333,Heidi,Woods,heidi.woods@email.com,Manchester,2026-01-08,Enterprise
334,Ronald,Snyder,ronald.snyder@email.com,Glasgow,2025-03-30,Enterprise
335,Laura,Burns,laura.burns@email.com,Edinburgh,2026-04-29,Standard
336,Anthony,Martinez,anthony.martinez@email.com,Edinburgh,2025-07-12,Standard
337,Mitchell,Bishop,mitchell.bishop@email.com,London,2026-04-04,Enterprise
338,Elizabeth,Sanders,elizabeth.sanders@email.com,Birmingham,2025-09-05,Premium
339,Jason,Cox,jason.cox@email.com,London,2024-11-23,Premium
340,Michael,Carroll,michael.carroll@email.com,Edinburgh,2026-06-12,Standard
341,Joseph,Fleming,joseph.fleming@email.com,Glasgow,2025-05-05,Standard
342,Lori,Smith,lori.smith@email.com,London,2024-10-23,Standard
343,Traci,Watson,traci.watson@email.com,Sheffield,2025-10-04,Standard
344,James,Horton,james.horton@email.com,Edinburgh,2025-09-02,Standard
345,Terri,Myers,terri.myers@email.com,Birmingham,2026-01-15,Premium
346,Ruth,Richard,ruth.richard@email.com,Liverpool,2025-10-11,Enterprise
347,Eric,Stephens,eric.stephens@email.com,Edinburgh,2026-05-20,Premium
348,Catherine,Perry,catherine.perry@email.com,Edinburgh,2026-05-29,Standard
349,Carrie,Wolf,carrie.wolf@email.com,Manchester,2025-12-22,Enterprise
350,Nathan,Green,nathan.green@email.com,Manchester,2025-08-09,Standard
351,Charles,Sosa,charles.sosa@email.com,Sheffield,2025-09-26,Enterprise
